时间t(s),动能T(J),势能V(J),机械能E(J),波浪输入功率Pin(W),垂荡兴波耗散bh_zdotf2(W),纵摇兴波耗散btheta_thetadotf2(W),直线PTO耗散Pl(W),旋转PTO耗散Ptheta(W),总耗散Pd(W),累计输入功Win(J),累计耗散Wdiss(J),能量残差E-(Win-Wdiss)(J)
70.8,3927.152579,340.683741,4267.83632,1469.610651,585.473419,10.66805001,83.05983624,0.02047940111,679.2217846,34002.01205,29734.17573,6.701156963e-09
71,2892.346414,1614.458884,4506.805298,2025.049037,434.1331652,5.25925378,74.15030487,0.01009080567,513.5528147,34362.22537,29855.42007,6.69297151e-09
71.2,1496.197774,3332.410002,4828.607776,1862.80573,225.7935092,1.11764806,50.37459864,0.002144037286,277.2879,34763.42109,29934.81331,6.757545634e-09
71.4,374.0476646,4720.695256,5094.742921,1054.382385,55.34208145,0.09433895634,22.52257401,0.0001813733313,77.95917578,35063.57793,29968.835,6.809386832e-09
71.6,42.20000983,5149.248503,5191.448513,-34.86797328,1.089226697,2.720303026,3.341517728,0.005229117832,7.156276569,35166.14974,29974.70123,6.758455129e-09
71.8,661.731694,4419.638697,5081.370391,-911.030769,88.95529699,7.955652125,1.731848718,0.0153124984,98.65811033,35064.06148,29982.69109,6.77027856e-09
72,1961.993369,2858.690696,4820.684065,-1175.921121,280.2706644,13.61950194,18.64481072,0.02626453358,312.5612416,34843.14059,30022.45652,6.709342415e-09
72.2,3360.150009,1173.638916,4533.788925,-708.523066,488.9460303,17.32011822,46.57648062,0.03349230332,552.8761214,34643.29543,30109.5065,6.759364624e-09
72.4,4224.004501,132.9390867,4356.943588,279.1480666,620.4053443,17.4842222,72.92492167,0.03394286355,710.848431,34594.9748,30238.03121,6.839400157e-09
72.6,4159.49169,216.8714242,4376.363115,1337.613133,614.6707653,14.03810128,85.71006756,0.02741819489,714.4463523,34759.75318,30383.39007,6.883965398e-09
72.8,3191.940694,1396.959762,4588.900456,1983.913737,473.9539142,8.442922032,79.05848682,0.01666701772,561.4719901,35102.10429,30513.20383,6.92125468e-09
73,1757.590732,3145.666693,4903.257424,1921.46854,262.0395552,3.067390663,55.93847431,0.006210756282,321.0516309,35505.31175,30602.05433,6.894879334e-09
73.2,507.7793285,4673.515361,5181.29469,1175.704853,75.54864831,0.1696574213,26.86878458,0.0004102700713,102.5875006,35824.40485,30643.11016,6.874870451e-09
73.4,13.74627059,5287.019663,5300.765934,83.40348444,0.02490790793,0.9303456981,5.159593208,0.001608821342,6.116455635,35952.11755,30651.35161,6.902155292e-09
73.6,506.0079935,4704.984174,5210.992168,-859.8505972,70.81677481,4.955247626,0.8395083531,0.009151384597,76.62068217,35867.85908,30656.86692,6.875779945e-09
73.8,1767.409342,3188.705496,4956.114838,-1225.036211,256.6641181,10.46014402,16.04253773,0.01969701558,283.1864969,35647.33186,30691.21702,6.840309652e-09
74,3229.589746,1425.656198,4655.245945,-845.393823,473.6262793,15.0523141,43.98044135,0.02867833705,532.6877131,35428.29705,30773.05111,6.813934306e-09
74.2,4230.045658,218.3806345,4448.426293,106.8338357,623.1546489,16.7645813,71.99638814,0.03226692944,711.9478853,35347.96167,30899.53538,6.842128641e-09
74.4,4313.401231,119.5009955,4432.902227,1197.952122,637.032199,14.89130853,87.32649859,0.02899131065,739.2789974,35480.44186,31047.53963,6.854861567e-09
74.6,3439.678636,1179.038143,4618.716779,1929.756212,508.66707,10.26706346,82.9441262,0.02031543257,601.8985751,35802.8065,31184.08972,6.864866009e-09
74.8,2004.120875,2919.780659,4923.901534,1966.43086,296.3652316,4.875888059,60.80734461,0.00994599721,362.0584102,36205.25952,31281.35799,6.886693882e-09
75,658.7095086,4552.865855,5211.575363,1288.060272,96.95807684,0.9721925669,31.00604697,0.002191768208,128.9385081,36540.9428,31329.36744,6.913978723e-09
75.2,16.01868528,5336.150262,5352.168948,200.570812,1.717307499,0.1041385994,7.178497981,0.0001036050455,9.000047684,36692.76841,31340.59946,6.90761226e-09
75.4,370.0901648,4912.405006,5282.495171,-802.8094076,54.64488811,2.465952316,0.2810649648,0.004204912454,57.39611031,36626.86517,31344.37,6.843038136e-09
75.6,1561.727491,3473.012294,5034.739784,-1265.813556,232.2194369,6.85378037,13.56056717,0.01234825387,252.6461327,36408.24566,31373.50588,6.853952073e-09
75.8,3050.079863,1671.996412,4722.076275,-977.1263593,453.9344706,11.23013434,41.03950742,0.02073117524,506.2248436,36171.45641,31449.38013,6.895788829e-09
76,4158.375056,328.9626697,4487.337725,-67.27517889,618.9087056,13.63529548,70.22209476,0.025597649,702.7916935,36059.4722,31572.13447,6.958543963e-09
76.2,4382.065349,55.966208,4438.031557,1049.99084,651.9066699,13.03779036,87.7952034,0.02486374884,752.7645274,36158.5986,31720.56704,6.883965398e-09
76.4,3618.909492,978.3608347,4597.270327,1865.476205,537.7557147,9.752566909,85.72043417,0.01895946109,633.2476753,36459.02961,31861.75928,6.93853508e-09
76.6,2215.896053,2677.122432,4893.018485,2006.205166,328.3987879,5.255150667,64.92620638,0.01054218414,398.5906871,36859.08496,31966.06647,6.966729416e-09
76.8,811.3780843,4379.277002,5190.655086,1405.546335,119.3009902,1.491165038,34.90198081,0.003243951634,155.69738,37211.29251,32020.63742,7.01402314e-09
77,44.26129704,5309.868749,5354.130046,334.1974114,5.935462723,0.001376374865,9.371735243,3.624273515e-05,15.30861058,37389.4189,32035.28886,7.06040737e-09
77.2,262.8488187,5045.080229,5307.929048,-722.3345241,40.20113313,1.255750694,0.02158964325,0.001948204898,41.48042167,37345.97257,32038.04352,7.025846571e-09
77.4,1366.181969,3705.445777,5071.627746,-1284.243422,206.685187,4.486345851,11.15159782,0.007695019595,222.3308257,37133.98662,32062.35887,7.047674444e-09
77.6,2850.271727,1900.963965,4751.235692,-1095.712784,429.6361919,8.078322194,37.70195915,0.01435078831,475.430824,36883.1057,32131.87001,7.047674444e-09
77.8,4038.087261,453.0861421,4491.173403,-241.6416997,607.4887175,10.32688774,67.56027901,0.01872937824,685.3946136,36740.78257,32249.60917,7.077687769e-09
78,4388.294117,20.36450689,4408.658624,890.4346979,659.1889352,10.20889488,87.09616107,0.01882939213,756.5128206,36805.28116,32396.62254,7.088601706e-09
78.2,3741.842194,798.4869255,4540.329119,1786.094148,561.1728616,7.820654951,87.39115132,0.01468997189,656.3993579,37080.94436,32540.61524,7.164089766e-09
78.4,2393.973312,2431.441991,4825.415302,2037.664975,358.1149581,4.293607747,68.31367012,0.00828968163,430.7305257,37476.09273,32650.67743,7.176822692e-09
78.6,959.0004516,4174.184874,5133.185326,1529.578054,142.5443832,1.241120866,38.57574989,0.002565280579,182.3638192,37844.55553,32711.3702,7.175913197e-09
78.8,89.81319727,5232.44099,5322.254187,491.1432965,12.64173336,0.001702824741,11.74811149,2.562782539e-05,24.3915733,38052.00068,32729.74649,7.165908755e-09
79,180.2611252,5124.574032,5304.835157,-607.3135653,27.48354765,1.030511301,0.05893860649,0.001608118691,28.57460568,38036.94638,32732.11122,7.173184713e-09
79.2,1186.169871,3900.557966,5086.727837,-1267.83493,180.1510463,3.715115586,8.813064399,0.006297210165,192.6855235,37838.73741,32752.00957,7.199560059e-09
79.4,2646.379901,2118.454667,4764.834568,-1190.842958,400.9479988,6.690611924,33.98049569,0.01166123976,441.6307676,37579.76622,32814.93165,7.221387932e-09
79.6,3893.801152,589.4841052,4483.285257,-411.1452741,589.2235349,8.49748376,64.05032556,0.01503597629,661.7863802,37409.9965,32926.71124,7.305061445e-09
79.8,4359.841812,8.222083298,4368.063896,717.8090296,659.25373,8.269919562,85.29517412,0.01478904425,752.8336127,37438.96414,33070.90024,7.326889317e-09
80,3833.220447,636.5930924,4469.813539,1684.246592,579.251085,6.133230208,88.03561396,0.01107213578,673.4310013,37686.11219,33216.29865,7.322341844e-09
80.2,2555.317569,2185.4811,4740.798669,2050.158291,385.7427949,3.128872234,71.04358598,0.005716530283,459.9209696,38071.98745,33331.18878,7.325979823e-09
80.4,1109.047832,3947.453679,5056.50151,1649.828652,166.8189582,0.7080658016,42.08111482,0.001333175638,209.609472,38454.2763,33397.77479,7.338712749e-09
80.6,152.4583,5119.606461,5272.064761,664.7833868,21.94697446,0.03625377596,14.33988585,5.126929713e-05,36.32316536,38692.31548,33420.25072,7.312337402e-09
80.8,118.8611378,5169.112177,5287.973315,-458.7243355,16.70071799,1.437447214,0.4175016311,0.002495697348,18.55816253,38710.81237,33422.83905,7.372364053e-09
81,1020.18238,4074.99386,5095.17624,-1212.119464,153.0193946,4.240179277,6.583596161,0.007487614953,163.8506576,38533.89521,33438.71897,7.452399586e-09
81.2,2442.761041,2336.425337,4779.186378,-1254.918717,368.4848034,7.097321414,29.94674573,0.01260942383,405.5414799,38274.0949,33494.90852,7.425114745e-09
81.4,3736.900321,744.4126426,4481.312964,-568.7006406,564.862442,8.628985505,59.80146661,0.01536647525,633.3082606,38081.3046,33599.99164,7.467860996e-09
81.6,4313.255128,21.37058674,4334.625715,535.0115418,652.840602,8.085205223,82.52579323,0.01439454614,743.465995,38074.89047,33740.26475,7.435119187e-09
81.8,3910.810897,492.8827117,4403.693609,1556.283559,592.5794917,5.714371037,87.78634194,0.0101374985,686.0903421,38289.72333,33886.02972,7.473317964e-09
82,2714.616014,1940.787827,4655.403841,2033.35263,411.6574544,2.659954755,73.22279535,0.004666069338,487.5448706,38660.54278,34005.13893,7.543349057e-09
82.2,1270.227403,3703.82263,4974.050033,1751.496951,192.3388304,0.4288380373,45.48847201,0.0007123633485,238.2568528,39051.66137,34077.61134,7.576090866e-09
82.4,234.4892519,4979.312353,5213.801605,839.6700193,34.05480408,0.1769673367,17.19063999,0.0003671923127,51.42277861,39318.47448,34104.67287,7.551534509e-09
82.6,76.54194429,5188.197802,5264.739746,-288.5916053,8.222821081,2.147384316,1.14008471,0.004053875525,11.51434398,39372.8728,34108.13305,7.59246177e-09
82.8,865.1541579,4237.382846,5102.537004,-1122.877936,125.9406887,5.529082705,4.534772239,0.01027208601,136.0148158,39222.95186,34120.41485,7.541530067e-09
83,2238.718814,2560.59743,4799.316243,-1286.976191,333.1646709,8.811905922,25.71870789,0.01625126866,367.711536,38969.11557,34169.79933,7.546987035e-09
83.2,3570.887312,919.9574906,4490.844803,-708.6459409,535.4500196,10.48129139,54.97393769,0.01922732417,600.924476,38758.4461,34267.6013,7.597918739e-09
83.4,4255.900878,59.09711588,4314.997994,348.5377291,640.9146514,9.73432627,78.96547833,0.0177565191,729.6322126,38718.08775,34403.08976,7.552444004e-09
83.6,3983.618555,365.7810936,4349.399649,1405.290383,601.8728177,6.881872818,86.80403245,0.01244901263,695.571172,38897.82853,34548.42888,7.556991477e-09
83.8,2879.425488,1697.031328,4576.456816,1983.914773,436.2748387,3.240573463,74.96925334,0.005760629825,514.4904261,39247.81713,34671.36031,7.60792318e-09
84,1446.013148,3445.528675,4891.541823,1824.233618,219.3246111,0.5515286637,48.86858473,0.0009119485876,268.7456365,39641.38771,34749.84589,7.676135283e-09
84.2,334.1569584,4816.355821,5150.512779,1000.524201,49.20044975,0.1831591428,20.34400523,0.0004121065997,69.72802622,39932.53722,34782.02444,7.682501746e-09
84.4,47.06828899,5187.908156,5234.976445,-113.105954,2.514993947,2.481987921,2.278322878,0.004861362257,7.280166109,40021.96442,34786.98797,7.708877092e-09
84.6,712.6092826,4393.120837,5105.73012,-1012.766878,99.7230129,6.575650719,2.759036038,0.01259597769,109.0702956,39901.79095,34796.06083,7.757080311e-09
84.8,2026.381293,2793.867605,4820.248898,-1292.947888,296.0888675,10.73154586,21.44336218,0.02036575274,328.2841413,39658.81786,34838.56896,7.742528396e-09
85,3390.878844,1115.536425,4506.415269,-829.4666861,502.1865835,13.12171735,49.75633851,0.02476453395,565.0894039,39434.98042,34928.56515,7.765265764e-09
85.2,4186.996875,117.5023593,4304.499234,165.3390564,624.5274726,12.65471425,74.81054979,0.02378087183,712.0165175,39363.01557,35058.51634,7.787093637e-09
85.4,4054.491091,249.2258992,4303.71699,1239.698624,607.8525444,9.496347736,85.25418728,0.0177639338,702.6208434,39506.50042,35202.78343,7.820744941e-09
85.6,3054.402387,1447.663528,4502.065915,1907.385613,459.9618654,5.034090247,76.39349401,0.009347743095,541.3987974,39831.34743,35329.28152,7.814378478e-09
85.8,1640.339296,3167.180278,4807.519573,1867.586063,247.9366712,1.287076627,52.27949079,0.002338567127,301.5055772,40221.53473,35414.01516,7.827111403e-09
86,452.2422818,4627.668198,5079.91048,1140.241478,67.58928101,0.01504076918,23.83381209,4.033840095e-05,91.4381742,40531.81517,35451.90469,7.805283531e-09
86.2,26.47403905,5167.963142,5194.437181,55.98226853,0.06141191271,1.921133874,3.882301728,0.003758371521,5.868605886,40653.46047,35459.02329,7.769813237e-09
86.4,553.5634442,4544.455668,5098.019112,-894.3204985,75.23039528,6.309429718,1.355478883,0.01215832448,82.9074622,40563.28481,35465.2657,7.766175258e-09
86.6,1792.928011,3040.121545,4833.049556,-1281.938739,258.4173228,11.36050741,17.27750275,0.02178781956,287.0771208,40333.84594,35500.79638,7.707058103e-09
86.8,3182.603246,1335.313181,4517.916427,-933.8788562,466.296172,14.91417731,44.34313694,0.02855338735,525.5820396,40100.33773,35582.42131,7.756170817e-09
87,4093.816025,199.4199193,4293.235944,-10.28766865,604.6973178,15.41940781,70.25381224,0.02951430946,690.4000521,39999.27368,35706.03773,7.784365152e-09
87.2,4115.027728,143.1846955,4258.212423,1068.946751,611.1529403,12.63127698,83.28829289,0.02420214735,707.0967123,40106.7613,35848.54888,7.804374036e-09
87.4,3237.168447,1188.752991,4425.921438,1814.772944,482.9692509,7.741245996,77.5850107,0.01487271815,568.3103803,40404.26736,35978.34592,7.892595022e-09
87.6,1856.792114,2860.876866,4717.66898,1890.263906,278.2226265,2.874889448,55.75714213,0.005562331415,336.8602204,40787.26662,36069.59764,7.940798241e-09
87.8,596.2751475,4402.579577,4998.854725,1262.52608,89.34066604,0.1713148493,27.67604065,0.0003481692369,117.1883697,41112.74318,36113.88846,7.950802683e-09
88,22.66950541,5117.332165,5140.001671,216.7739749,1.290561475,0.8462783951,5.990463997,0.001569411882,8.128873279,41263.96674,36123.96507,7.999005902e-09
88.2,392.2326935,4683.05706,5075.289753,-773.4203783,53.28556599,4.652009359,0.4157025856,0.008790847644,58.36206879,41203.2184,36127.92865,8.032657206e-09
88.4,1535.677879,3296.463446,4832.141325,-1260.696878,221.2577092,9.974713159,13.36990799,0.01897025118,244.6213006,40988.66357,36156.52224,7.986272976e-09
88.6,2935.430906,1583.135597,4518.566503,-1026.120013,428.918679,14.53083124,38.91559528,0.02776427609,482.3928698,40747.83181,36229.26531,7.935341273e-09
88.8,3959.548901,314.5559997,4274.1049,-177.6813018,582.3201517,16.35898662,65.46745261,0.03140683308,664.1779978,40619.79185,36345.68695,7.894414011e-09
89,4146.529349,60.10832624,4206.637675,899.1914393,612.2580038,14.6732815,81.03099574,0.02834046401,707.9906215,40692.22939,36485.59171,7.978087524e-09
89.2,3412.655352,931.0162266,4343.671578,1716.439997,505.3892014,10.20376581,78.60396002,0.01988784874,594.2168151,40961.88206,36618.21048,8.026290743e-09
89.4,2088.773931,2531.309606,4620.083537,1904.250886,310.081608,4.875186653,59.30979216,0.009670924904,374.2762578,41336.17214,36716.0886,8.045390132e-09
89.6,770.4304907,4137.351402,4907.781893,1378.097801,114.4431785,0.9660262699,31.86298463,0.00203393671,147.2742233,41675.22525,36767.44336,7.992639439e-09
89.8,49.29705134,5024.485328,5073.78238,376.5556389,6.512282998,0.1177233775,8.621119164,0.0001620196232,15.25128756,41855.21374,36781.43136,8.003553376e-09
90,247.0299228,4793.353504,5040.383427,-646.9973232,34.59065113,2.628284466,0.01194427255,0.004717105627,37.23559698,41824.35776,36783.97433,7.976268535e-09
90.2,1271.254448,3548.976264,4820.230712,-1229.636873,185.581185,7.337316187,9.847352265,0.01358168826,202.7794352,41626.27877,36806.04805,7.976268535e-09
90.4,2658.119866,1852.343207,4510.463073,-1108.227044,391.0355052,12.14781593,33.62820692,0.02281185674,436.8343399,41380.18862,36869.72555,7.978997019e-09
90.6,3781.800159,466.8547207,4248.65488,-338.2300777,558.1159244,14.95013202,60.59235975,0.02837094982,633.6867871,41226.91655,36978.26167,7.950802683e-09
90.8,4136.30957,14.22305209,4150.532622,731.6015007,611.469752,14.5391016,78.57344204,0.02787796775,704.6101736,41265.20391,37114.67129,8.033566701e-09
91,3562.739397,694.9109723,4257.65037,1617.083843,527.1375333,11.12274955,79.47783023,0.02160748753,617.7597206,41507.07077,37249.4204,8.029019227e-09
91.2,2319.884585,2198.783468,4518.668053,1917.578691,343.2470077,6.205277613,62.91591787,0.01231588955,412.380519,41872.41611,37353.74806,8.049028111e-09
91.4,966.8869018,3845.772332,4812.659234,1497.104403,142.7265809,1.905196824,36.36009087,0.003989599408,180.9958582,42225.27107,37412.61184,8.039933164e-09
91.6,111.1039461,4892.765994,5003.869941,545.7681807,15.87500384,0.01733077203,11.76679393,8.278738463e-05,27.65921133,42435.30258,37431.43264,7.986272976e-09
91.8,134.8754318,4868.271057,5003.146489,-506.1903431,19.67466555,1.235637315,0.1891164399,0.002026819731,21.10144612,42436.76285,37433.61636,7.985363482e-09
92,1024.087362,3784.170291,4808.257653,-1182.869402,152.1711918,4.876101144,6.80591725,0.00866019808,163.8618704,42258.2434,37449.98574,7.998096407e-09
92.2,2375.400431,2129.494693,4504.895124,-1177.813869,353.4309449,9.212196012,28.60138741,0.01680984269,391.2613381,42009.78811,37504.89299,7.992639439e-09
92.4,3578.519675,649.3974098,4227.917085,-492.5819749,532.6084891,12.26231267,55.73374292,0.02274180249,600.6272865,41833.18564,37605.26855,7.952621672e-09
92.6,4091.18379,9.182131131,4100.365921,563.8338082,608.9046507,12.6711646,75.97207328,0.02382079247,697.5717093,41837.89573,37737.52981,7.938979252e-09
92.8,3683.01403,494.8142738,4177.828303,1514.495478,547.9580955,10.29226617,80.20232398,0.01963940922,638.4723251,42051.5573,37873.729,7.948074199e-09
93,2538.589122,1884.6963,4423.285422,1929.947957,377.2884301,6.219225522,66.52538953,0.01212934195,450.0451745,42407.44548,37984.16005,7.981725503e-09
93.2,1173.615079,3550.206392,4723.821471,1622.307941,173.8541168,2.264289259,41.10584339,0.004630589734,217.22888,42774.56248,38050.74101,8.009010344e-09
93.4,202.2095493,4739.436314,4941.645863,730.3379584,29.34772146,0.1294873422,15.39224374,0.0003598549125,44.8698124,43016.7922,38075.14634,8.030838217e-09
93.6,60.25049157,4916.130413,4976.380905,-342.9785079,8.870937938,0.6483350677,0.9615578932,0.0009778293373,10.48180873,43054.41416,38078.03326,8.028109733e-09
93.8,809.3696825,4001.102767,4810.472449,-1112.259976,121.6052296,3.4367098,4.307897853,0.005894885516,129.3557321,42900.1913,38089.71885,8.055394574e-09
94,2109.726784,2407.470222,4517.197007,-1228.916776,316.685837,7.100687019,23.91999404,0.01260850665,347.7191266,42653.71046,38136.51345,8.098140825e-09
94.2,3373.630669,853.9966932,4227.627362,-638.7500008,506.1337386,9.895144027,50.96204669,0.01789452139,567.0088239,42456.49644,38228.86907,8.061761037e-09
94.4,4030.642533,40.81354868,4071.456081,393.2602628,604.5130194,10.52538354,73.25171212,0.01929254576,688.3094076,42428.1365,38356.68042,8.120423445e-09
94.6,3784.651011,333.7416988,4118.39271,1402.287487,567.4463548,8.72516763,80.74557542,0.01620485739,656.9333027,42612.24524,38493.85253,8.177266864e-09
94.8,2747.106325,1599.501764,4346.608089,1933.360329,411.6321425,5.352873441,70.06353389,0.01011767651,487.0586675,42956.68178,38610.07369,8.230927051e-09
95,1386.451733,3266.049973,4652.501707,1746.832098,207.3357273,1.971392408,46.01477865,0.003863285244,255.3257616,43336.98823,38684.48653,8.231836546e-09
95.2,316.6325153,4580.783609,4897.416124,926.838751,46.7267445,0.1134913741,19.43630347,0.000280912854,66.27682026,43612.51094,38715.09482,8.276401786e-09
95.4,20.08046937,4950.152882,4970.233351,-156.3251717,2.322190722,0.5749579102,2.314355297,0.0009031145447,5.212407044,43689.89857,38719.66522,8.237293514e-09
95.6,630.0968123,4207.50112,4837.597932,-1013.079067,94.2645208,3.060017107,2.38359859,0.005272142875,99.71340864,43565.3137,38727.71576,8.276401786e-09
95.8,1870.777272,2688.29632,4559.073592,-1255.47247,281.1964359,6.3372446,19.63645047,0.01119156738,307.1813226,43326.27516,38767.20157,8.242750482e-09
96,3181.591374,1078.76223,4260.353603,-772.4602104,478.8686581,8.827235301,46.31771577,0.01578270284,534.0293919,43112.25456,38851.90096,8.270035323e-09
96.2,3970.44348,106.1354371,4076.578918,219.6496161,598.1154493,9.344985935,70.41164578,0.01684489953,677.8889259,43051.77173,38975.19281,8.255483408e-09
96.4,3881.051162,210.2760655,4091.327227,1274.488988,585.0881699,7.651065805,81.05481256,0.01388329528,673.8079316,43204.36412,39113.03689,8.26366886e-09
96.6,2953.950106,1344.86641,4298.816517,1916.898449,445.5974374,4.556902774,73.43760165,0.008327685266,523.6002695,43533.63557,39234.81906,8.260940376e-09
96.8,1608.363675,2998.049471,4606.413147,1857.409966,242.5595633,1.537861281,50.9833008,0.002845754957,295.0835711,43923.58622,39317.17308,8.260030882e-09
97,452.9892059,4423.365204,4876.35441,1123.116069,67.66306592,0.03655702797,23.81707014,7.63246406e-05,91.51676942,44230.89644,39354.54203,8.299139154e-09
97.2,11.01809286,4976.870896,4987.888989,45.74506833,0.00698093239,0.7823393018,4.208312388,0.001377774341,4.999010396,44349.59609,39361.7071,8.288225217e-09
97.4,483.539433,4408.261237,4891.80067,-887.8230699,70.36353345,3.444970785,1.03666226,0.006178980493,74.85134548,44258.93295,39367.13228,8.253664419e-09
97.6,1658.289436,2974.401483,4632.690919,-1255.241052,247.2099731,6.785064605,15.77688443,0.01223886219,269.784161,44032.81024,39400.11932,8.250935934e-09
97.8,3005.176782,1323.75118,4328.927962,-889.4446579,450.873614,9.232714446,41.81828541,0.01669643915,501.9413103,43806.49537,39477.56741,8.226379578e-09
98,3915.659435,203.6146435,4119.274078,45.70256656,589.4501187,9.625871756,67.43348434,0.0174228607,666.5268977,43715.5937,39596.31962,8.27913027e-09
98.2,3977.950821,122.3064845,4100.257306,1129.143706,600.3089448,7.76404968,81.06458816,0.01404242385,689.151625,43834.82078,39734.56347,8.299139154e-09
98.4,3163.648175,1118.908144,4282.556319,1872.577802,478.4443892,4.51656912,76.54494958,0.008139325225,559.5140472,44144.2239,39861.66759,8.363713278e-09
98.6,1841.207095,2744.901409,4586.108504,1940.930322,278.836381,1.429919735,55.89753237,0.002543022936,336.1663762,44538.13034,39952.02184,8.422830433e-09
98.8,609.8444759,4266.338607,4876.183083,1303.779358,91.70338558,0.0115756535,28.43936184,1.460631295e-05,120.1543377,44872.8136,39996.63052,8.403731044e-09
99,28.67817465,4995.485321,5024.163496,249.271454,1.779116357,1.020230985,6.587166516,0.001940540916,9.388454399,45031.37497,40007.21148,8.380084182e-09
99.2,363.4751786,4602.134783,4965.609962,-745.8703993,49.99045108,4.093587698,0.251317603,0.007645388653,54.34300177,44976.54264,40010.93268,8.358256309e-09
99.4,1465.683313,3263.695225,4729.378538,-1231.6211,214.8685493,7.8925411,12.34868666,0.01465613139,235.1244332,44767.52695,40038.14841,8.366441762e-09
99.6,2838.810193,1585.814849,4424.625042,-987.9926435,422.1407424,10.70361902,37.46643282,0.01981339217,470.3306076,44533.29413,40108.66909,8.374627214e-09
99.8,3862.531267,329.004724,4191.535991,-124.533141,578.2250287,11.22828385,64.28972222,0.02072948983,653.7637643,44414.31055,40222.77456,8.391907613e-09
100,4073.419448,64.59995092,4138.019399,969.056679,612.5276363,9.196826889,80.7056986,0.01692317288,702.4470849,44499.06767,40361.04828,8.446477295e-09
100.2,3375.290805,915.6565349,4290.94734,1798.962152,509.4270008,5.519477979,79.28204617,0.01009777616,594.2386228,44784.07438,40493.12704,8.458300726e-09
100.4,2083.70577,2500.280903,4583.986673,1990.440623,315.4497315,1.895746246,60.64211343,0.003414877776,377.9910061,45175.41249,40591.42582,8.531060303e-09
100.6,784.0303947,4103.504917,4887.535312,1457.269168,118.3366397,0.05096513122,33.20310432,7.576329105e-05,151.5907849,45531.17056,40643.63524,8.503775462e-09
100.8,66.86479181,5000.391527,5067.256319,440.7985833,7.411473582,0.9433254734,9.385527414,0.001847825621,17.7421743,45725.58653,40658.33021,8.451024769e-09
101,260.3824439,4784.386254,5044.768698,-599.1194019,33.15042673,4.304444735,2.520904345e-05,0.008211289084,37.46310796,45705.90198,40661.13328,8.439201338e-09
101.2,1280.860256,3552.203791,4833.064048,-1192.072193,184.2541857,8.730491978,9.348148462,0.01653123366,202.3493574,45516.21185,40683.1478,8.370989235e-09
101.4,2669.467767,1861.161651,4530.629418,-1069.874137,392.6422797,12.29338673,33.25789528,0.02319947647,438.2167612,45277.51056,40746.88114,8.320057532e-09
101.6,3799.17159,477.7472379,4276.918828,-287.9295427,564.1695095,13.40402795,60.95209187,0.02524751001,638.5508768,45132.94722,40856.02839,8.37189873e-09
101.8,4158.467118,30.82772159,4189.29484,799.7894055,621.2097433,11.54018298,79.91390703,0.02170762652,712.6855409,45183.04913,40993.75429,8.40100256e-09
102,3583.557775,726.3932692,4309.951045,1700.892207,537.8451339,7.50646323,81.55328846,0.01409987194,626.9189855,45440.22343,41130.27239,8.348251868e-09
102.2,2333.595345,2253.229235,4586.82458,2007.418633,351.7045827,3.100242237,65.10874178,0.005806890039,419.9193737,45823.13489,41236.31031,8.346432878e-09
102.4,974.4257769,3922.716414,4897.142191,1580.531954,147.0383812,0.3239168363,38.01129876,0.00059707067,185.3741939,46193.51608,41296.37389,8.38554115e-09
102.6,122.9883873,4979.970067,5102.958455,613.4197315,16.63693389,0.4907676891,12.53619445,0.0009449385787,29.66484097,46418.75756,41315.79911,8.320057532e-09
102.8,167.8330517,4945.731443,5113.564495,-456.132865,19.8051954,3.624672161,0.2503265543,0.006899486276,23.68709361,46431.94557,41318.38108,8.35643732e-09
103,1092.37475,3834.151686,4926.526436,-1143.969129,155.4295133,8.427347726,6.767198943,0.01601654355,170.6400766,46262.1587,41335.63226,8.376446203e-09
103.2,2481.287404,2147.486925,4628.774329,-1138.851791,362.3738289,12.83565447,29.18844866,0.02440170257,404.4223337,46021.29294,41392.51861,8.392817108e-09
103.4,3707.639334,649.5997753,4357.239109,-443.4919958,547.0799109,14.92739627,57.39895091,0.02841403555,619.4346721,45853.36955,41496.13044,8.321876521e-09
103.6,4216.430542,20.41825798,4236.8488,626.6111513,625.9136839,13.77550412,78.63762736,0.02628021312,718.3530956,45869.27851,41632.42971,8.390998119e-09
103.8,3776.265776,547.6876644,4323.95344,1586.059984,563.0890856,9.869524939,83.27863905,0.0189002833,656.2561499,46096.51944,41772.566,8.425558917e-09
104,2585.008941,1995.791688,4580.800629,1999.493454,386.9680643,4.912901924,69.20335413,0.009479152855,461.0937995,46466.71987,41885.91924,8.461029211e-09
104.2,1181.16935,3711.461165,4892.630515,1678.931639,177.3070816,1.081056564,42.77647732,0.002136705167,221.1667522,46846.60162,41953.97111,8.445567801e-09
104.4,200.7168926,4918.94174,5119.658632,769.0733508,29.18129928,0.06574053552,15.97589062,0.0001041068454,45.22303454,47098.37782,41978.71919,8.479219105e-09
104.6,89.1856219,5071.221329,5160.406951,-318.1753112,9.90474407,2.32794796,0.9701290787,0.00430113287,13.20712224,47142.21548,41981.80853,8.457391232e-09
104.8,899.4434105,4098.2486,4997.692011,-1090.342131,128.4703063,6.890996627,4.5986382,0.01292448849,139.9728656,46992.44863,41994.75661,8.441020327e-09
105,2266.958527,2439.466388,4706.424916,-1197.650338,331.3887625,11.76690856,25.25940116,0.02223200994,368.4373042,46751.11111,42044.68619,8.539245755e-09
